Tree_ID;Species;DBH_cm;Live_dead;Stump;North_m;East_m;ELEV_m;Tree_height_m;Crown_depth_m;Mean_crown_radius_m_from_center;Crown_radius_north_m_from_center;Crown_radius_east_m_from_center;Crown_radius_west_m_from_center;Crown_radius_south_m_from_center
2153;SF;20.7;L;;134.08;73.53;1106.88;17.34;10.01;1.39;NA;NA;NA;NA
2154;SF;20.9;L;;132.59;74.47;1107.01;17.49;10.1;1.4;NA;NA;NA;NA
2155;SF;35.4;L;;131.53;71.41;1106.87;28.63;16.35;1.65;NA;NA;NA;NA
2156;SF;19.2;L;;130.07;75.96;1107.37;16.19;9.36;1.37;NA;NA;NA;NA
2158;SF;30.5;L;;127.33;76.23;1107.49;24.86;14.24;1.56;NA;NA;NA;NA
2159;WH;58.1;L;;128.67;76.8;1107.35;41.49;31.52;3.42;NA;NA;NA;NA
2160;SF;11.7;L;;126.04;74.59;1107.45;10.43;6.13;1.24;NA;NA;NA;NA
2161;SF;23.4;L;;127.13;80.51;1107.64;19.41;11.17;1.44;NA;NA;NA;NA
2162;SF;25.8;L;;129.78;83.77;1107.91;21.25;12.21;1.48;NA;NA;NA;NA
2163;SF;25.3;L;;131.11;84.27;1108.01;20.87;11.99;1.47;NA;NA;NA;NA
2164;SF;10.3;L;;127.76;83.94;1107.91;9.35;5.52;1.21;NA;NA;NA;NA
2165;SF;13.2;L;;131.84;72.05;1106.95;11.58;6.77;1.26;NA;NA;NA;NA
2166;SF;26.2;L;;134.43;71.01;1106.82;21.56;12.38;1.49;NA;NA;NA;NA
2167;SF;15.7;L;;137.2;69.34;1106.56;13.5;7.85;1.31;NA;NA;NA;NA
2168;SF;10.2;L;;138.1;68.04;1106.53;9.27;5.48;1.21;NA;NA;NA;NA
2169;SF;11;L;;139.08;67.88;1106.5;9.89;5.82;1.22;NA;NA;NA;NA
2170;SF;15.8;L;;140.02;66.63;1106.35;13.57;7.9;1.31;NA;NA;NA;NA
2171;SF;11.6;L;;146.06;66.4;1105.97;10.35;6.08;1.23;NA;NA;NA;NA
2172;WH;11.4;L;;145.69;64.89;1105.78;6.91;5.61;1.6;NA;NA;NA;NA
2174;SF;11;L;;147.45;69.14;1105.9;9.89;5.82;1.22;NA;NA;NA;NA
2175;SF;13.2;L;;148.3;69.9;1105.91;11.58;6.77;1.26;NA;NA;NA;NA
2176;SF;11.4;L;;148.65;69.77;1106.09;10.19;6;1.23;NA;NA;NA;NA
2177;SF;13.9;L;;150.67;70.6;1105.68;12.11;7.08;1.27;NA;NA;NA;NA
2178;SF;13.4;L;;152.26;71.71;1105.54;11.73;6.86;1.27;NA;NA;NA;NA
2179;WH;27;L;;153.03;74.81;1105.88;17.44;12.92;2.09;NA;NA;NA;NA
2180;DF;82.9;L;;147.62;73.31;1106.3;46.27;21.8;2.49;NA;NA;NA;NA
2181;SF;11.3;L;;149.04;72.29;1105.9;10.12;5.95;1.23;NA;NA;NA;NA
2182;SF;13.8;L;;146.39;70.06;1106.04;12.04;7.03;1.27;NA;NA;NA;NA
2183;SF;10;L;;146.08;72.19;1105.9;9.12;5.39;1.21;NA;NA;NA;NA
2184;WH;67.3;L;;141.79;73.87;1106.57;43.55;33.27;3.6;NA;NA;NA;NA
2185;SF;18;L;;137.6;74.38;1106.8;15.26;8.84;1.35;NA;NA;NA;NA
2186;SF;11.6;L;;141.47;77.54;1106.72;10.35;6.08;1.23;NA;NA;NA;NA
2187;SF;17;L;;143.52;78.57;1106.78;14.5;8.41;1.33;NA;NA;NA;NA
2188;SF;18;L;;143.85;80.56;1106.83;15.26;8.84;1.35;NA;NA;NA;NA
2189;SF;13;L;;142.77;84.26;1107.01;11.42;6.69;1.26;NA;NA;NA;NA
2190;SF;13.2;L;;145.23;87.58;1107.21;11.58;6.77;1.26;NA;NA;NA;NA
2191;SF;18.2;L;;147.95;89.32;1107.12;15.42;8.93;1.35;NA;NA;NA;NA
2192;SF;10;L;;148.56;87.86;1106.97;9.12;5.39;1.21;NA;NA;NA;NA
2193;SF;11.6;L;;148.05;85.22;1106.85;10.35;6.08;1.23;NA;NA;NA;NA
2194;SF;24.2;L;;147.38;81.53;1106.61;20.03;11.52;1.45;NA;NA;NA;NA
2195;SF;16.9;L;;149.57;85.23;1106.59;14.42;8.37;1.33;NA;NA;NA;NA
2196;SF;35.2;L;;150.52;85.4;1106.29;28.47;16.26;1.64;NA;NA;NA;NA
2198;WH;18.9;L;;142.42;96.92;1108.26;11.97;9.13;1.84;NA;NA;NA;NA
2199;SF;22.2;L;;149.58;95.78;1106.91;18.49;10.66;1.42;NA;NA;NA;NA
2200;SF;16.2;L;;150.63;94.94;1106.74;13.88;8.07;1.31;NA;NA;NA;NA
2201;SF;19.2;L;;147.33;95.08;1107.08;16.19;9.36;1.37;NA;NA;NA;NA
2202;DF;95.1;L;;152.68;89.84;1106.01;48.75;23.16;2.72;NA;NA;NA;NA
2205;SF;15.4;L;;155.17;83.66;1105.5;13.27;7.72;1.3;NA;NA;NA;NA
2209;SF;17.8;L;;155.6;81.02;1105.58;15.11;8.76;1.34;NA;NA;NA;NA
2210;SF;11.7;L;;154.8;80.99;1105.69;10.43;6.13;1.24;NA;NA;NA;NA
2211;SF;11.4;L;;154.63;79.79;1105.69;10.19;6;1.23;NA;NA;NA;NA
2212;WH;14.5;L;;153.66;79.45;1105.81;9;7.06;1.7;NA;NA;NA;NA
2213;SF;11.2;L;;152.06;80.4;1105.92;10.04;5.91;1.23;NA;NA;NA;NA
2219;WH;25.8;L;;153.88;76.13;1105.7;16.63;12.36;2.05;NA;NA;NA;NA
2220;WH;13.6;L;;153.87;75.84;1105.71;8.39;6.64;1.67;NA;NA;NA;NA
2221;WH;14.7;L;;152.5;76.23;1105.86;9.14;7.16;1.71;NA;NA;NA;NA
2222;WH;10.9;L;;149.22;76.52;1106.3;6.57;5.37;1.59;NA;NA;NA;NA
2223;WH;14.1;L;;148.85;76.28;1106.26;8.73;6.87;1.69;NA;NA;NA;NA
2224;WH;12.4;L;;147.87;76.69;1106.4;7.58;6.08;1.64;NA;NA;NA;NA
2225;WH;11.2;L;;146.79;76.54;1106.61;6.77;5.52;1.6;NA;NA;NA;NA
2226;SF;18.8;L;;149.48;79.41;1106.38;15.88;9.19;1.36;NA;NA;NA;NA
2227;SF;11.2;L;;150.49;79.69;1106.19;10.04;5.91;1.23;NA;NA;NA;NA
2228;SF;12.5;L;;125.25;68.41;1107.07;11.04;6.47;1.25;NA;NA;NA;NA
2229;SF;22.3;L;;128.21;70.68;1107.1;18.57;10.7;1.42;NA;NA;NA;NA
2230;SF;18.2;L;;128.08;66.65;1106.82;15.42;8.93;1.35;NA;NA;NA;NA
2231;WH;14.1;L;;129.24;64.63;1106.87;8.73;6.87;1.69;NA;NA;NA;NA
2232;SF;15.4;L;;132.76;69.83;1106.78;13.27;7.72;1.3;NA;NA;NA;NA
2233;SF;13.6;L;;132.65;69.44;1106.77;11.88;6.95;1.27;NA;NA;NA;NA
2234;SF;29.9;L;;133.86;63.39;1106.73;24.4;13.98;1.55;NA;NA;NA;NA
2235;SF;20.2;L;;130.06;59.76;1106.58;16.95;9.79;1.38;NA;NA;NA;NA
2236;SF;18.9;L;;125.24;61.1;1106.73;15.95;9.23;1.36;NA;NA;NA;NA
2237;WH;12.7;L;;118.24;60.11;1107;7.79;6.22;1.65;NA;NA;NA;NA
2238;SF;16.9;L;;119.03;60.15;1106.93;14.42;8.37;1.33;NA;NA;NA;NA
2239;SF;21.4;L;;121.25;60;1106.92;17.87;10.31;1.4;NA;NA;NA;NA
2240;SF;54.1;L;;124.59;58.87;1106.7;40.14;21.65;2.27;NA;NA;NA;NA
2241;WH;28.5;L;;125.81;59.31;1106.53;18.45;13.63;2.14;NA;NA;NA;NA
2242;SF;42;L;;127.07;58.4;1106.42;33.7;19.2;1.76;NA;NA;NA;NA
2243;SF;11.8;L;;128.95;54.91;1106.21;10.5;6.17;1.24;NA;NA;NA;NA
2244;SF;20.6;L;;128.56;54.09;1106.09;17.26;9.97;1.39;NA;NA;NA;NA
2245;WH;26.8;L;;127.47;52.19;1106.37;17.3;12.83;2.08;NA;NA;NA;NA
2246;SF;11.2;L;;126.59;50.96;1106.32;10.04;5.91;1.23;NA;NA;NA;NA
2247;SF;16.3;L;;125.95;50.83;1106.32;13.96;8.11;1.32;NA;NA;NA;NA
2248;SF;11.8;L;;125.16;52.09;1106.43;10.5;6.17;1.24;NA;NA;NA;NA
2249;SF;14.4;L;;125.22;53.61;1106.51;12.5;7.29;1.28;NA;NA;NA;NA
2250;SF;45.1;L;;122.39;55.69;1106.72;36.08;20.54;1.82;NA;NA;NA;NA
2251;WH;13.6;L;;122.3;52.29;1106.44;8.39;6.64;1.67;NA;NA;NA;NA
2253;SF;12.7;L;;121.24;57.92;1106.73;11.19;6.56;1.25;NA;NA;NA;NA
2255;SF;10.5;L;;117.32;56.26;1106.87;9.5;5.61;1.21;NA;NA;NA;NA
2257;SF;10;L;;114.13;47.26;1106.5;9.12;5.39;1.21;NA;NA;NA;NA
2258;WH;10.3;L;;121.77;49.9;1106.62;6.17;5.09;1.57;NA;NA;NA;NA
2259;DF;93.4;L;;124.25;50.35;1106.55;48.45;22.97;2.69;NA;NA;NA;NA
2260;SF;17.9;L;;125.15;48.69;1106.03;15.19;8.8;1.34;NA;NA;NA;NA
2261;SF;15.6;L;;125.44;46.06;1106.01;13.42;7.81;1.3;NA;NA;NA;NA
2262;SF;24.4;L;;124.27;44.68;1105.84;20.18;11.61;1.46;NA;NA;NA;NA
2263;SF;13.4;L;;124.34;43.12;1105.74;11.73;6.86;1.27;NA;NA;NA;NA
2264;SF;18.4;L;;125.62;44.59;1105.83;15.57;9.02;1.35;NA;NA;NA;NA
2266;SF;20.5;L;;127.45;45.98;1105.89;17.18;9.92;1.39;NA;NA;NA;NA
2267;SF;21.5;L;;127.26;48.24;1105.94;17.95;10.35;1.41;NA;NA;NA;NA
2268;SF;25.3;L;;127.48;51.12;1106.11;20.87;11.99;1.47;NA;NA;NA;NA
2269;SF;15.5;L;;128.81;48.71;1106.04;13.34;7.77;1.3;NA;NA;NA;NA
2270;SF;20;L;;130.45;49.41;1105.78;16.8;9.71;1.38;NA;NA;NA;NA
2271;SF;19.9;L;;130.88;50.94;1105.96;16.72;9.66;1.38;NA;NA;NA;NA
2272;SF;15.3;L;;132.47;50.55;1105.85;13.19;7.68;1.3;NA;NA;NA;NA
2274;SF;13.5;L;;131.42;52.83;1105.78;11.81;6.9;1.27;NA;NA;NA;NA
2276;SF;18.2;L;;135.46;49.7;1105.47;15.42;8.93;1.35;NA;NA;NA;NA
2277;SF;33.9;L;;137.15;47.58;1105.43;27.47;15.7;1.62;NA;NA;NA;NA
2278;SF;29.4;L;;132.62;42.93;1105.19;24.02;13.76;1.54;NA;NA;NA;NA
2279;SF;10.5;L;;133.82;42.26;1105.23;9.5;5.61;1.21;NA;NA;NA;NA
2281;DF;14.7;L;;137.33;41.29;1105.2;9.13;1.83;1.21;NA;NA;NA;NA
2282;DF;17.5;L;;138.52;41.86;1104.95;10.48;2.1;1.26;NA;NA;NA;NA
2283;DF;23.6;L;;138.64;43.4;1105.11;14.08;7.04;1.38;NA;NA;NA;NA
2284;SF;14.5;L;;139.44;43.32;1105.2;12.58;7.33;1.28;NA;NA;NA;NA
2285;SF;13.8;L;;139.64;43.21;1105.07;12.04;7.03;1.27;NA;NA;NA;NA
2286;DF;29.9;L;;140.83;43.61;1105.05;18.82;5.65;1.5;NA;NA;NA;NA
2287;DF;29.7;L;;140.63;40.26;1105.11;18.65;5.6;1.49;NA;NA;NA;NA
2288;DF;18.3;L;;140.99;39.56;1105.06;10.9;2.72;1.28;NA;NA;NA;NA
2290;WH;30.2;L;;142.22;48.63;1105.74;19.6;14.42;2.19;NA;NA;NA;NA
2291;SF;16.7;L;;142.42;48.35;1105.72;14.27;8.28;1.32;NA;NA;NA;NA
2292;SF;12.2;L;;140.87;50.66;1105.62;10.81;6.34;1.24;NA;NA;NA;NA
2293;SF;11.1;L;;137.58;52.87;1105.64;9.96;5.87;1.23;NA;NA;NA;NA
2294;SF;12.1;L;;134.93;56.38;1106.13;10.73;6.3;1.24;NA;NA;NA;NA
2295;WH;46.8;L;;135.55;56.81;1106.28;30.8;22.2;2.71;NA;NA;NA;NA
2297;WH;12.9;L;;138.7;54.51;1105.91;7.92;6.31;1.65;NA;NA;NA;NA
2299;WH;13.5;L;;141.7;54.64;1105.69;8.33;6.59;1.67;NA;NA;NA;NA
2301;SF;18.7;L;;139.74;57.56;1106.1;15.8;9.15;1.36;NA;NA;NA;NA
2303;WH;11;L;;145.96;60.87;1105.63;6.64;5.42;1.59;NA;NA;NA;NA
2304;DF;100.4;L;;143.58;61.51;1105.98;49.62;23.75;2.82;NA;NA;NA;NA
2305;WH;22.4;L;;139.62;62.34;1106.08;14.33;10.77;1.95;NA;NA;NA;NA
2306;WH;41.5;L;;138.68;62.5;1106.22;27.22;19.72;2.54;NA;NA;NA;NA
2307;WH;84.1;L;;137.64;62.52;1106.44;47.3;36.48;3.94;NA;NA;NA;NA
2308;SF;38.2;L;;137.13;65.92;1106.55;30.78;17.56;1.7;NA;NA;NA;NA
2309;SF;17.6;L;;135.96;65.33;1106.54;14.96;8.67;1.34;NA;NA;NA;NA
2310;SF;12;L;;139.2;59.44;1106.28;10.66;6.26;1.24;NA;NA;NA;NA
2312;SF;13.4;L;;116.02;43.7;1106.27;11.73;6.86;1.27;NA;NA;NA;NA
2313;WH;13;L;;117.48;43.25;1106.12;7.99;6.36;1.65;NA;NA;NA;NA
2314;SF;12.5;L;;118.32;42.28;1106.07;11.04;6.47;1.25;NA;NA;NA;NA
2316;SF;12.5;L;;117.19;42.59;1106.18;11.04;6.47;1.25;NA;NA;NA;NA
2317;SF;10.8;L;;117.9;42.04;1106.1;9.73;5.74;1.22;NA;NA;NA;NA
2318;SF;10.3;L;;123.57;41.12;1105.57;9.35;5.52;1.21;NA;NA;NA;NA
2319;SF;17;L;;124.12;41.96;1105.68;14.5;8.41;1.33;NA;NA;NA;NA
2320;SF;36.8;L;;124.4;42.05;1105.68;29.7;16.95;1.67;NA;NA;NA;NA
2322;DF;43.1;L;;125.65;32.88;1105.15;31.44;11;1.74;NA;NA;NA;NA
2323;SF;11.5;L;;124.44;31.29;1105.12;10.27;6.04;1.23;NA;NA;NA;NA
2324;DF;27.1;L;;125.49;30.99;1105.05;16.59;3.32;1.44;NA;NA;NA;NA
2326;DF;25.8;L;;121.91;33.45;1105.49;15.62;6.25;1.42;NA;NA;NA;NA
2327;DF;29.2;L;;119.13;34.23;1105.64;18.24;5.47;1.48;NA;NA;NA;NA
2328;SF;20.3;L;;118.15;32.06;1105.55;17.03;9.84;1.39;NA;NA;NA;NA
2330;DF;15.7;L;;117.42;33.31;1105.68;9.59;1.44;1.23;NA;NA;NA;NA
2331;DF;29.5;L;;117.04;32.75;1105.7;18.49;4.62;1.49;NA;NA;NA;NA
2332;DF;36.2;L;;117.88;38.36;1105.88;24.5;6.13;1.61;NA;NA;NA;NA
2333;WH;10.7;L;;114.68;40.47;1106.1;6.44;5.28;1.58;NA;NA;NA;NA
2334;SF;14.2;L;;115.57;39.51;1106.11;12.35;7.2;1.28;NA;NA;NA;NA
2335;DF;20.7;L;;115.64;38.51;1106.04;12.25;4.29;1.32;NA;NA;NA;NA
2337;SF;17.2;L;;112.73;39.5;1106.22;14.65;8.5;1.33;NA;NA;NA;NA
2338;SF;10;L;;113.45;37.3;1106.11;9.12;5.39;1.21;NA;NA;NA;NA
2339;DF;35.2;L;;115.13;36.76;1106.18;23.55;8.24;1.6;NA;NA;NA;NA
2341;SF;13.4;L;;112.16;36.04;1105.93;11.73;6.86;1.27;NA;NA;NA;NA
2343;SF;16.3;L;;112.64;34.63;1105.82;13.96;8.11;1.32;NA;NA;NA;NA
2344;SF;15.3;L;;110.04;34.89;1106.2;13.19;7.68;1.3;NA;NA;NA;NA
2345;DF;36.9;L;;113.72;29.56;1105.72;25.18;8.81;1.63;NA;NA;NA;NA
2347;DF;22.3;L;;118.46;28.58;1105.4;13.23;3.31;1.35;NA;NA;NA;NA
2348;WH;24.7;L;;113.05;25.37;1105.35;15.88;11.84;2.02;NA;NA;NA;NA
2349;WH;37;L;;111.88;24.15;1105.46;24.19;17.61;2.4;NA;NA;NA;NA
2351;SF;11.8;L;;111.07;24.8;1105.64;10.5;6.17;1.24;NA;NA;NA;NA
2352;SF;10;L;;110.67;27.38;1105.5;9.12;5.39;1.21;NA;NA;NA;NA
2353;SF;20.8;L;;108.74;24.96;1105.63;17.41;10.05;1.39;NA;NA;NA;NA
2354;SF;10;L;;109.65;22.53;1105.24;9.12;5.39;1.21;NA;NA;NA;NA
2355;DF;29;L;;108.14;18.34;1105.33;18.08;4.52;1.48;NA;NA;NA;NA
2356;GF;30.8;L;;109.92;15.8;1105.02;25.09;14.37;1.57;NA;NA;NA;NA
2357;SF;10.7;L;;109.88;15.47;1105;9.66;5.69;1.22;NA;NA;NA;NA
2358;WH;26.1;L;;110.83;14.65;1104.8;16.83;12.5;2.06;NA;NA;NA;NA
2359;DF;35.4;L;;115.38;13.31;1104.67;23.74;5.93;1.6;NA;NA;NA;NA
2361;DF;25.5;L;;117.85;24.39;1105.3;15.4;3.85;1.41;NA;NA;NA;NA
2362;SF;15.3;L;;118.59;24.57;1105.15;13.19;7.68;1.3;NA;NA;NA;NA
2363;DF;15.2;L;;118.52;22.7;1105.11;9.36;1.4;1.22;NA;NA;NA;NA
2364;SF;26.3;L;;118.56;21.58;1105;21.64;12.42;1.49;NA;NA;NA;NA
2366;DF;27.7;L;;121.93;21.65;1104.76;17.05;3.41;1.45;NA;NA;NA;NA
2367;DF;15;L;;120.16;20.66;1104.78;9.27;2.78;1.22;NA;NA;NA;NA
2368;DF;48.8;L;;118.98;18.14;1104.63;37.26;9.32;1.85;NA;NA;NA;NA
2369;SF;11.8;L;;119.37;16.07;1104.58;10.5;6.17;1.24;NA;NA;NA;NA
2370;SF;11;L;;119.51;15.39;1104.54;9.89;5.82;1.22;NA;NA;NA;NA
2371;DF;43.7;L;;121;17.89;1104.57;32.05;8.01;1.76;NA;NA;NA;NA
2372;WH;10.8;L;;121.73;15.3;1104.39;6.5;5.33;1.59;NA;NA;NA;NA
2373;DF;80.4;L;;123.74;10.21;1103.6;45.66;21.52;2.45;NA;NA;NA;NA
2374;DF;32.3;L;;127.46;6.78;1103.26;20.89;10.44;1.54;NA;NA;NA;NA
2375;DF;29.7;L;;130.89;6.2;1103.25;18.65;2.8;1.49;NA;NA;NA;NA
2376;DF;30.3;L;;131.64;9.42;1103.37;19.15;5.75;1.5;NA;NA;NA;NA
2377;WH;15.5;L;;129.7;9.51;1103.41;9.67;7.53;1.73;NA;NA;NA;NA
2378;DF;32.2;L;;130.55;11.33;1103.49;20.8;3.12;1.54;NA;NA;NA;NA
2379;DF;24.9;L;;131.24;13.27;1103.5;14.97;2.25;1.4;NA;NA;NA;NA
2380;WH;19.8;L;;129.02;12.36;1103.54;12.58;9.55;1.87;NA;NA;NA;NA
2381;WH;28.7;L;;128.9;13.01;1103.62;18.58;13.72;2.14;NA;NA;NA;NA
2383;DF;14.7;L;;131.57;17.42;1103.88;9.13;1.37;1.21;NA;NA;NA;NA
2384;DF;24;L;;127.02;14.62;1103.75;14.35;2.15;1.39;NA;NA;NA;NA
2385;DF;36.5;L;;125.34;14.77;1103.85;24.79;6.2;1.62;NA;NA;NA;NA
2386;DF;15.2;L;;130.21;18.79;1104.14;9.36;1.87;1.22;NA;NA;NA;NA
2387;SF;13.5;L;;131.45;19.25;1104.06;11.81;6.9;1.27;NA;NA;NA;NA
2388;SF;14.4;L;;129.79;19.46;1104.2;12.5;7.29;1.28;NA;NA;NA;NA
2389;DF;44.7;L;;124.41;16.64;1104.02;33.08;8.27;1.77;NA;NA;NA;NA
2390;DF;26.3;L;;125.47;21.69;1104.52;15.99;4;1.43;NA;NA;NA;NA
2391;DF;28.5;L;;123.85;23.12;1104.67;17.68;4.42;1.47;NA;NA;NA;NA
2393;SF;20;L;;125.57;24.24;1104.77;16.8;9.71;1.38;NA;NA;NA;NA
2396;DF;28.7;L;;127.54;26.38;1104.74;17.84;6.24;1.47;NA;NA;NA;NA
2397;SF;16.9;L;;128.27;26.75;1104.69;14.42;8.37;1.33;NA;NA;NA;NA
2398;DF;30.9;L;;131.73;26.18;1104.52;19.66;3.93;1.51;NA;NA;NA;NA
2399;DF;35;L;;131.13;25;1104.34;23.36;5.84;1.59;NA;NA;NA;NA
2401;WH;26.2;L;;127.7;24.18;1104.46;16.9;12.55;2.07;NA;NA;NA;NA
2403;SF;16.5;L;;131.94;23.21;1104.13;14.11;8.2;1.32;NA;NA;NA;NA
2404;DF;26.2;L;;134.01;18.3;1103.7;15.91;3.98;1.43;NA;NA;NA;NA
2405;DF;30.7;L;;134.97;18.35;1103.66;19.49;4.87;1.51;NA;NA;NA;NA
2406;SF;17.8;L;;134.38;19.09;1103.74;15.11;8.76;1.34;NA;NA;NA;NA
2407;DF;16.3;L;;135.92;19.86;1103.7;9.88;2.47;1.24;NA;NA;NA;NA
2408;DF;11;L;;135.67;22.69;1103.83;7.62;1.14;1.14;NA;NA;NA;NA
2410;DF;22.4;L;;135.91;27.79;1104.11;13.3;3.99;1.35;NA;NA;NA;NA
2411;WH;44.4;L;;135.56;30.58;1104.51;29.18;21.08;2.63;NA;NA;NA;NA
2412;DF;13.4;L;;135.42;32.17;1104.55;8.57;3.43;1.19;NA;NA;NA;NA
2414;SF;11.2;L;;140.15;34.68;1104.65;10.04;5.91;1.23;NA;NA;NA;NA
2416;DF;50.8;L;;140.74;35.56;1104.32;39.25;9.81;1.89;NA;NA;NA;NA
2417;SF;24.9;L;;140.44;36.56;1104.69;20.56;11.82;1.47;NA;NA;NA;NA
2418;SF;15.8;L;;136.86;37.41;1104.84;13.57;7.9;1.31;NA;NA;NA;NA
2419;DF;23.4;L;;131.57;36.03;1104.93;13.95;3.49;1.37;NA;NA;NA;NA
2420;DF;18.5;L;;130.49;36.71;1105.02;11;2.2;1.28;NA;NA;NA;NA
2421;DF;31.2;L;;130.19;35.23;1104.99;19.92;4.98;1.52;NA;NA;NA;NA
2422;DF;36.1;L;;130.05;37.43;1105.11;24.41;7.32;1.61;NA;NA;NA;NA
2423;DF;31.8;L;;130;37.24;1105.11;20.44;6.13;1.53;NA;NA;NA;NA
2424;DF;11.8;L;;129.82;36.77;1105.07;7.92;0.79;1.16;NA;NA;NA;NA
2425;SF;15.1;L;;129.47;32.49;1104.87;13.04;7.59;1.29;NA;NA;NA;NA
2427;DF;18.1;L;;132.56;29.81;1104.62;10.79;2.7;1.27;NA;NA;NA;NA
2428;WH;19.5;L;;132.69;29.07;1104.21;12.37;9.41;1.86;NA;NA;NA;NA
41;SF;60.8;D;;111;214.45;1113.71;NA;NA;NA;NA;NA;NA;NA
46;DF;85;D;Stump;127.68;206.58;1113.78;NA;NA;NA;NA;NA;NA;NA
59;DF;132.2;D;;115.05;230.75;1114.18;NA;NA;NA;NA;NA;NA;NA
71;SF;55;D;Stump;135.34;229.38;1113.42;NA;NA;NA;NA;NA;NA;NA
72;WH;39.5;D;;131.39;231.07;1113.91;NA;NA;NA;NA;NA;NA;NA
75;DF;109.1;D;Stump;121.93;234.34;1114.06;NA;NA;NA;NA;NA;NA;NA
77;SF;37.6;D;;136.41;205.73;1112.9;NA;NA;NA;NA;NA;NA;NA
78;SF;60.6;D;;137.38;206.67;1112.94;NA;NA;NA;NA;NA;NA;NA
79;SF;26.5;D;;138.28;205.16;1112.88;NA;NA;NA;NA;NA;NA;NA
85;SF;17.6;D;;148.7;203.75;1112.33;NA;NA;NA;NA;NA;NA;NA
86;SF;41.3;D;;151.41;202.7;1111.71;NA;NA;NA;NA;NA;NA;NA
89;SF;71;D;;160.36;193.97;1111.17;NA;NA;NA;NA;NA;NA;NA
94;DF;23.1;D;;156.1;204.73;1111.92;NA;NA;NA;NA;NA;NA;NA
100;SF;11.9;D;;163.04;207.97;1112.13;NA;NA;NA;NA;NA;NA;NA
104;SF;55.2;D;;146.26;210.32;1112.66;NA;NA;NA;NA;NA;NA;NA
111;SF;43;D;;149.54;212.56;1112.9;NA;NA;NA;NA;NA;NA;NA
113;SF;18.9;D;;139.36;207.24;1113.04;NA;NA;NA;NA;NA;NA;NA
118;SF;25.6;D;;144.6;218.11;1112.88;NA;NA;NA;NA;NA;NA;NA
123;WH;30.9;D;;162.84;225.08;1112.87;NA;NA;NA;NA;NA;NA;NA
130;SF;52.6;D;;149.34;229.61;1112.96;NA;NA;NA;NA;NA;NA;NA
136;SF;18.7;D;;162.69;239.89;1113.07;NA;NA;NA;NA;NA;NA;NA
137;WH;18.6;D;;163.39;242.6;1112.98;NA;NA;NA;NA;NA;NA;NA
146;DF;88;D;Stump;177.45;249.64;1112.03;NA;NA;NA;NA;NA;NA;NA
148;SF;47.8;D;;168.62;255.24;1112.98;NA;NA;NA;NA;NA;NA;NA
162;SF;48.2;D;;145.95;252.16;1114.01;NA;NA;NA;NA;NA;NA;NA
167;SF;36.6;D;;150.67;258.05;1113.65;NA;NA;NA;NA;NA;NA;NA
178;SF;22.4;D;;121.62;258.27;1113.72;NA;NA;NA;NA;NA;NA;NA
183;SF;65.7;D;;120.66;250.8;1114.17;NA;NA;NA;NA;NA;NA;NA
191;DF;114.3;D;;126.81;243.49;1113.93;NA;NA;NA;NA;NA;NA;NA
192;SF;24.6;D;;127.06;238.7;1113.73;NA;NA;NA;NA;NA;NA;NA
199;SF;39.3;D;;131.12;242.14;1113.8;NA;NA;NA;NA;NA;NA;NA
203;SF;54.7;D;;134.97;245.74;1113.67;NA;NA;NA;NA;NA;NA;NA
206;SF;18.6;D;;129.4;255.51;1114.08;NA;NA;NA;NA;NA;NA;NA
210;SF;23;D;;122.62;251.29;1113.84;NA;NA;NA;NA;NA;NA;NA
219;SF;60.7;D;;155.03;265.51;1114.03;NA;NA;NA;NA;NA;NA;NA
231;WH;17.6;D;;142.75;291.46;1114.14;NA;NA;NA;NA;NA;NA;NA
233;SF;34.6;D;;136.06;293.97;1114.22;NA;NA;NA;NA;NA;NA;NA
236;WH;66.8;D;;135.46;283.64;1114.75;NA;NA;NA;NA;NA;NA;NA
240;SF;18.9;D;;128.36;273.2;1114.56;NA;NA;NA;NA;NA;NA;NA
241;SF;20.6;D;;129.38;271.52;1114.57;NA;NA;NA;NA;NA;NA;NA
243;WH;63;D;;133.94;273.25;1114.35;NA;NA;NA;NA;NA;NA;NA
244;WH;44.9;D;;136.35;275.12;1114.33;NA;NA;NA;NA;NA;NA;NA
246;SF;12.5;D;;135.91;272.75;1114.24;NA;NA;NA;NA;NA;NA;NA
255;SF;39.6;D;;147.21;273.67;1114.18;NA;NA;NA;NA;NA;NA;NA
263;WH;85.8;D;;188.07;281.61;1111.54;NA;NA;NA;NA;NA;NA;NA
269;UNK;50;D;Stump;161.2;278.47;1114.37;NA;NA;NA;NA;NA;NA;NA
293;SF;41.7;D;;127.57;185.18;1111.76;NA;NA;NA;NA;NA;NA;NA
295;SF;40;D;;127.31;189.45;1112.11;NA;NA;NA;NA;NA;NA;NA
296;SF;15.2;D;;129.65;189.3;1112.07;NA;NA;NA;NA;NA;NA;NA
299;SF;29.8;D;;118.16;202.38;1113.62;NA;NA;NA;NA;NA;NA;NA
300;NF;78.2;D;;112.92;202.33;1113.58;NA;NA;NA;NA;NA;NA;NA
307;WH;106.9;D;Stump;107.81;174.87;1111.65;NA;NA;NA;NA;NA;NA;NA
317;SF;11.9;D;;116.57;180.11;1111.91;NA;NA;NA;NA;NA;NA;NA
330;UNK;49;D;Stump;103.92;189.07;1112.34;NA;NA;NA;NA;NA;NA;NA
